content,Pelabelan,label
"Vocer nya gak bisa d gunakan sama sekali padahal persyaratan nya dah lengkap Go-Jek makin"" ngeselin parah ??",Negatif,1
"Terimakasih sangat membantu , sangat nyaman pakai apk ini sudah terverifikasi good job",Positif,0
Good Jobs...??????,Positif,0
Tarif sangat mahal 3 km kena 21 ribu Biasa 12ribu,Negatif,1
"Driver ga pake nanya alamatnya, langsung sampe. Keren, pdhl alamat susah terjangkau",Positif,0
OK Ride Healing????,Positif,0
Buruk,Negatif,1
Pylter saya dibekukan padahal lancar saya bayarnya,Negatif,1
baguss,Positif,0
Hahaha semua pada bilang mahal,Negatif,1
Top,Positif,0
Baguss..,Positif,0
"Internet kenceng, wifi 40mbps masih bilang internet matilah, internet tidak stabil, ngaco gojek sekarang",Negatif,1
Good.,Positif,0
Promonya ngga bisa dipake -_-,Negatif,1
Mantap ??!!,Positif,0
"Meskipun suka terlabat saya masih tetep bayar, malah d blokir, paraah",Negatif,1
"Saya minta bantuan untuk akun gopay saya yang error,",Negatif,1
"Update nomor di akun gopay, malah akun gopay sebelum nya ngk bisa di buka.",Negatif,1
pasti bisa,Netral,2
"ramah, baik, sopan, sabar , tau jalan yg tidak macet",Positif,0
Oke banget,Netral,2
Aplikasinya memudahkan pekerjaan saya.,Positif,0
Mantap,Netral,2
Buruk,Negatif,1
Tingkatkan terus pelayanan nya..dah sering2 kasi discount hehe,Positif,0
Sangat buruk sekali,Negatif,1
"Suka, memudahkan perjalanan",Positif,0
Di kota enak cepet dpt draver. Klo di kampung susah dpt draverny,Netral,2
Makin lama makin jelek promo ga bisa di gabung kyk dl,Negatif,1
"Aplikasi sangat buruk, Transaksi saya gagal Saya td sudah top up lewat bank BRI tapi saldo saya di gopay tidak bertambah dan saya juga sudah ajukan laporan tapi klatanya tidak ada transaksi, padahal di akun brimo saya ada transaksi ke gopay dan saldo saya juga sudah terpotong tolong kembalikan uang saya",Negatif,1
Sangat membantu,Positif,0
Mantap dan memudahkan,Positif,0
"titik lokasinya suka eror, jadinya bang ojek bingging",Negatif,1
Akun tidak bisa di transfer sesama Gopay dan menerima transfer sesama gopay,Negatif,1
So milih2 costumer,Negatif,1
Terus Berjuang,Netral,2
Gopaylater gojek di blokir massal ??,Negatif,1
"Aplikasi nyari untung doang,kasian para driver yg makin sulit cari orderan efek cari untung gede yg bikin menurun cs pake apk ini.miris semenjak pak nadiem hengkang.",Negatif,1
Ga rekomen apk ini,Negatif,1
Sopirnya ramah,Positif,0
selalu dekat di hati,Netral,2
driver2nya sopan banget,Positif,0
"Hm, oke??????????????",Netral,2
"Buat kawan"" dan saudara,, jangan pake aplikasi ini,makin lama makin bobrok sistemnya,, yuk beralih ke tetangga sebelah..",Negatif,1
Cukup,Netral,2
"Jelek bangt. Kode otp ngk d krm"" aneh",Negatif,1
"Saya tf ke bank 5 hari belum masuk""ke rekening,di riwatat aplikasi sudah proses selesai tapi belum juga masuk",Negatif,1
"Wwkwk ?? masa telat bayar gopaylater 1 hari diblokkir katanya gak memenuhi kriteria, pdhal pake dah 3 thun lbh gak prnh ada masalah, gopaycicil juga d nonaktfkan kocakk sekali kaleaaannn gojek!",Negatif,1
"pt GI meyengsarakan driver, cuma mencari ke untungan perusahaan sebesar besarnya.",Negatif,1
Ok,Netral,2
Baik sekali,Positif,0
Cepat Terkondisikan Sip...,Positif,0
Bukan ga kasian sama drivernya tapi kalo sekarang ada biaya ini itu aduhh makin mahalll ??,Negatif,1
Ok,Netral,2
ancur banget ni aplikasi hahahaha,Negatif,1
Menyenangkan,Positif,0
Bagus,Positif,0
sangat membatu,Positif,0
Mantap,Positif,0
"sellu dpt driver yg ramah, dan tepat waktu",Positif,0
Ok Good sangat memuaskan.,Positif,0
Tolong aplikasi pay later saya di aktifkan saya pelanggan lama,Netral,2
Woii gojekk. Gua beli makanan tuh mahal via gofood. Kalau punya driver tuh yg bener dong. Proses pembuatan masakan itu lama sabar aja ga usah so keras. Najis gua jadinya.,Negatif,1
Mantap,Positif,0
Semoga aplikasi gojek ini bisa semakin berkembang bisa menyediakan fitur belanja online ??,Positif,0
Mantul Yes yes yes,Positif,0
Untuk gojek.kenapa skarang ada biaya dan lainnya.setiap kita pesan makanan.,Negatif,1
suka delay gitu,Negatif,1
Performa rating aplikasi ini menurun semenjak gojek kasih potongan biaya pemesanan terlalu cukup mahal makanya customernya pada lari ke aplikasi hijau sebelah,Negatif,1
mantap dah pokoknya! ??,Positif,0
Membantu banget go transitnya,Positif,0
Kecewa sama layanan,Negatif,1
Udah kayak Pinjol,Negatif,1
Ruwet,Negatif,1
Memuaskan,Positif,0
"Makin kesini makin parah,,g asik,,,,di blokir later w,,,,padahal da bayar,,,,hah...pea....pea",Negatif,1
"Saran saya,perbanyak promo nya lebih murah iya terutama go ride,go food dan go send, khususnya di kota medan Sumatera Utara.",Netral,2
"Sekarang mau beli obat pake gomed bikin ribet saja, klo mau konsultasi ke dokter ya langsung ke klinik saja, ngapain konsultasi lewat applikasi, memang dokter nya bisa melihat kondisi pasiennya...",Negatif,1
"Vocer gofood ga bisa di gabungkan dgn promo di setiap resto... Padahal vocer nya cuma kecil sekali potongan cuma dapat 2500,sedangkan kena biaya aplikasi 5000,blm lg ongkir nya kwkwkwk",Negatif,1
"Membantu banget sih untuk gojek nya,tapi go food lagi mahal",Positif,0
Susah buat bayar topup game cok,Negatif,1
"Gopay saya terbelokir ntah karena apa, saldo saya di tahan . Saya banding di tolak !! Hati hati aja sering blokir sendiri !! Jangan simpan saldo di gopay",Negatif,1
Pas mau minta tf ke teman kok tulisan nya fitur belum ada di akun mu dan suruh update padahal baru download tolong di proses biar dapet bintang 5,Negatif,1
Mantap,Positif,0
Mantap gojek memang ok,Positif,0
Makin susah,Negatif,1
Pelayanan paling buruk sangat mengecewakan tidak di rekomendasi pakai layanan gojek,Negatif,1
Gojek enak,Netral,2
"Toko nya bagus-bagus, rekomendasinya ok-2ðŸ‘ðŸ»",Netral,2
"belanja online , tokopedia aja, ga ada barang yang dijual disini. semua nya ada thx tokopedia",Netral,2
Transaksi mudah. Free ongkir selalu ada.,Netral,2
Masa simpan history kartu kredit harus bayar 10rb,Netral,2
"jumlah item harga tertinggi dan terendah nggak sama, dan kupon cashback dan free ongkir makin pelit, bagusan shoope dari Tokopedia sekarang ðŸ‘Ž",Netral,2
Selalu memudahkan ðŸ«°ðŸ»ðŸ«°ðŸ»,Netral,2
pakai tokped buat belaja mulai dr yg high end sampe perintilan. emang kadang sebel CS gak ada nomor tlpnya. tp semenjak sama Jack Ma kayaknya respon CSnyabmakin cepet nih. keep up,Netral,2
Udh terbantu bgttttt sm aplikasi ini buat org yg super mager ky gue hahaha...thx tokopedia,Netral,2
"Memudahkan untuk belanja online, mantap",Netral,2
"Namanya juga system suka ada saja error nya dan d benerkan jangan kasi masukan terus tp sering errornya d banding toko sebelah
Dan untuk komplain toko karna penipuan jangan terlalu susah, karna sy baru transaksi dengan TOKO penipu, semoga tidak ada lg yg kena tipu, belum d report tokonya karna ribed pilihannya.",Netral,2
"Saat tanggal tua & ada kebutuhan untuk bayar tagihan pasca bayar terselamatkan dengan adanya promo diskon bayar tagihan,,, Lumayan dapat potongan 8k,,, Jadi tinggal bayar sisanya ðŸ˜ðŸ¤­,,,, Go coins juga bisa dipake lhooo,,, pernah bayar tagihan PDAM 93k dg GoCoins,,,tidak keluar duit sama sekaliii ðŸ˜Š Makasih banyak Tokped ðŸ‘ðŸ»ðŸ‘ŒðŸ»ðŸ˜˜",Netral,2
mantaf.. tapi bisa lebih besar nggak limitnyaâœŒï¸ðŸ˜…,Netral,2
Aplikasi mudah penggunaannya,Netral,2
Aku cinta marketplace Indonesia!,Netral,2
Selalu ada voucher sangat mantaaap,Netral,2
"Harusnya 5, karena ada biaya layanan seribu rupiah dan duaribu rupiah jadi 3 cukup yah. Bagusnya sperti dulu gada penambahan biaya. Makin kesini makin ke aplikasi orange",Netral,2
Barang2nya lengkap dan memudahkan penjual dan pembeli langsung berinteraksi.,Netral,2
Lancar aplikasinya,Netral,2
Akhir2 ini kalau masuk kok selalu tidak ada internet,Netral,2
Cashback promo dan bebas ongkir. Harga baik dibandingkan yg lain. Searching produk terasa tdk dibatasi utk mengambil pembanding harga.,Netral,2
Banyak metode bayarnya.,Netral,2
"Dear Tokopedia Pas selesai di update malah ga bisa kebuka Memory nya udah di kosongin, di uninstall, terus di reinstall tetap ga bisa kebuka Tolong bantuannya",Netral,2
Terima kasih telah memudahkan,Netral,2
"Browsing produk-produk di App rasanya slow sekali, padahal ini iPad Mini 5, masih belum bisa dibilang terlalu tua lah hardwarenya. Please update and make it better!

Saya sudah matikan fitur-fitur semacam shake-shake & otomatis video berjalan, namun tetap sama.",Netral,2
Makin banyak free kngkir nya sy makin betah. Terutama pelayanan cs nya,Netral,2
Banyak Cashbacknya,Netral,2
Banget,Netral,2
"Aplikasinya mantap dan tanpa ada kendala, mudah2an barang yg dipesan jg cepat",Netral,2
Secara umum sudah baik namun pada ios kadang button cartnya susah diklik,Netral,2
Tokped tidak ramah bagi pembeli. Regulasi untuk pengembalian ramah menyulitkan pembeli. Komplain barang jg tidak digubris.,Netral,2
Ramein guys. Aplikasi karya anak bangsa. Jangan mau dijajah sama orang luar cuma diiming-imingi promo.,Netral,2
Pokonya bintang lah yg berbicara,Netral,2
Memudahkan setiap transaksi,Netral,2
UwU nih bagus banget,Netral,2
"Aplikasi yang sangat membantu dan mencerminkan kemajuan teknologi yang sangat baik untuk membantu memudahkan aktivitas masyarakat masyarakat generasi millenial yang ingin semuanya serba instant, mantabb",Netral,2
Mudah diakses,Netral,2
banyak cashback,Netral,2
Lancar dan praktis aplikasi nya,Netral,2
Murah dan Meriah,Netral,2
"Mantab sangat membantu, online shop selalu paling di pakai diantara aplikasi yg lain",Netral,2
Isi emoney 100k pembayaran berhasil tapi gak terupdate,Netral,2
Banyak diskonnya dongg buat belanja elektronik membantu sekali udah beberapa kali beli barang pake diskon atau Cashback di tokped ðŸ˜ðŸ‘ŒðŸ»,Netral,2
Alhamdulillah mantap,Netral,2
"Aplikasi andalan utk bayar tagihan, pulsa & beli barang impian",Netral,2
Sip. Semua barang ada.,Netral,2
Mudah transaksi ap pun yg kami butuh kanâ€¦ ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,Netral,2
Aplikasi di Hp lumayan bagus. Tapi di computer Tokped susah sekali. Sering error di Apple,Netral,2
Sll Puas bgt,Netral,2
Bawang diterima sesuai denganpermintaan ...terimakasih.,Netral,2
Tolong di perbanyak merchant yg kualitas bagus,Netral,2
mantul,Netral,2
"dah sedikit paham cara pakainya, cuma perlu sering dilatih",Netral,2
"Selalu Banyak-Banyak Promo nya biar yg lain bengong.hehehehehehe
Salam Sukses Selalu TOPED",Netral,2
Sering-sering kasi kupon untuk top up dan tagihan yah,Netral,2
Sangat membantu saat waktu terdesak,Netral,2
Biaya Rp 500 per transaksi saja lebih dari cukup,Netral,2
Belum pernah mengecewakan,Netral,2
Brand online shop ter baik dan ter banyak hadiah cash back,Netral,2
Mudah! Tdk perlu ke ATM,Netral,2
Puas banget,Netral,2
Sampai saat ini good,Netral,2
banyak diskon & bebas ongkir tambah konek dgn gopay/pay later makin mantab,Netral,2
Puas,Netral,2
Sampai sejauh ini nyamanlah pake TopedðŸ‘ Hampir ga ada masalah! TQ,Netral,2
Lumayan puas dgn tokped tp semakin kesini banyak biaya tambahan,Netral,2
"Barang yg dijual bagus,dan terpecaya",Netral,2
Sesuai dengan harga sip barangnya,Netral,2
Barang bagus dan cepat sampai,Netral,2
Paling nyaman belanja di tokopedia bisa dapet gratis ongkir dan sekarang pilihnya salah satu aja cashback atau gratis ongkir,Netral,2
Segalanya ada di.... toko pe dia *bacanya jangan sambil nyanyi ya*,Netral,2
Masih ada sisa 4 gratis ongkir tp stiap check out ga bs dgunakan dgn alasan kendala pd gratis ongkir.,Netral,2
Mudah bertransaksi dan aman.. banyak promonya..,Netral,2
Mantab,Netral,2
Pembayar bagus lancar,Netral,2
Mantaps,Netral,2
Mantap cepat,Netral,2
mantap bnyk cashback,Netral,2
Semua ada di jempol anda,Netral,2
Tokopedia membantu usaha online sayaðŸ™ semoga semakin mempermudah para pelaku UMKM seperti sayaðŸ˜,Netral,2
Murah apik,Netral,2
Simpel dan cepat ðŸ‘ Cuma saat memasukan alamat baru agak repot karena ada fitur lokasi sekarang agak susah input alamat secara manual dan lokasi yg terintegrasi dengan pin di google map (Jika pake aplikasi),Netral,2
Kalau barang yang sudah terjual atau barang yang tidak stocknya bisa dihapus dari search,Netral,2
Bagus sejauh ini belum ada kendala pakai tokopedia,Netral,2
Aplikasi ini sangat membantu untuk langsung komunikasi ke penjual nya...,Netral,2
Selalu belanja dan banyak puasnya,Netral,2
Banyak promo yang menarik,Netral,2
Ganti pengirim,Netral,2
Mudah prosesnya dan tokonya bisa dipercaya,Netral,2
Smoga tetap jaya selamanya,Netral,2
"Terpercaya, mudah, cepat dan gampang.",Netral,2
"walau tidak ada promo yang cendrung menipu, tokopedia memberikan harga pasti tanpa menipu seperti aplikasi yang lain. aplikasi lain sering adakan diskon, tidak tahunya harga setelah diskon sama saja dengan harga di tokopedia tanpa diskon. semoga tokopedia makin jaya.",Netral,2
Luar biasa murah,Netral,2
"semua terasa mudah ,yg jauh terasa dekat",Netral,2
Artinya bagus,Netral,2
Aplikasi bagus,Netral,2
Bayar toped pakai gopay gak pakai ribet,Netral,2
ðŸ‘ŒðŸ‘ðŸ‘ðŸ‘ Gratis ongkirnya ditambah dong,Netral,2
Barang sesuai deskripsi dan pengirimannya cepat,Netral,2
Belanja online terpecaya ya Tokopedia,Netral,2
Algoritma pencarian produk perlu diimprove lagi,Netral,2
kembali,Netral,2
sudah beli beberapa kali dan selalu memuaskan trusted!,Netral,2
Semoga barang yg dikirim kualitas bagus (original philips) dan dibungkus tebal agar tidak cacat,Netral,2
Muantab..ðŸ‘,Netral,2
"Selain buat belanja, transaksi di tokped jg biasa aku gunain untuk bayar Cicilan. Fiturnya mudah, promonya juga jelas banget, entah itu Gratis ongkir ataupun cashback semuanya Real sesuai deskripsi. Gacuma heboh di iklan tapi ternyata waktu dipake banyak syaratnya, pokonya transaksi di tokped nyaman dan fun bgt!!â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸",Netral,2
Mudah & nyaman,Netral,2
Suka banget transaksi di tokped,Netral,2
Mantabbbb,Netral,2
Gak ada yang lebih bagus dari Tokopedia pokoknya ! ðŸ™Œ,Netral,2
Ok lah,Netral,2
Aplikasi sangat berguna buat mencari barang kesayangan,Netral,2
Aplikasinya bagus. Bikin belanja cukup dari gadget saja,Netral,2
Kentul keren betul,Netral,2
Mantap. Pembeli jelas belajar dari pengalaman pembelibsebelumnua.tranksaksi aman,Netral,2
ngga perlu pakai waktu lama untuk bertransaksi..,Netral,2
Udah gitu aja,Netral,2
PuasðŸ™Œ,Netral,2
Mudah sekali penggunaan aplikasinya,Netral,2
pencarian barangnya banyak pilihan,Netral,2
"Beberap Seller sering batal jual karena barang tidak ada, padahal chat sebelum beli bilangnya teraedia",Netral,2
Sangat membantu sekali dan aplikasinya sangat user friendly,Netral,2
Gak ribet penuh dengan segala informasi.,Netral,2
"Dalam hitungan 1-3 detik udah nyampe pulsanya, Alhamdulilah tokped luar biasa",Netral,2
"Mau belanja online atau pun bayar tagihan atau cuma buat compare harga, selalu handal, bukan handal jepit ya",Netral,2
Pembayaran pakai OVO rada ribet tapi akhirnya bisa. Krn OVO tidak termasuk pembayaran pilihan.,Netral,2
suka banyak diskon wkwk,Netral,2
"Pembayaran Angsuran Kredit motor lebih mudah, tidak perlu antri2 lg. Trimksh Tokopedia",Netral,2
Slalu puas belanja di sini,Netral,2
Sejauh ini toped adalah online shopping terbaik bagi saya,Netral,2
Mudah pakainya dan bisa mixed pembayaran...ðŸ‘ðŸ¼,Netral,2
"Seamless transaction, cepet, reliable. Mohon awasi juga peredaran barang palsu/KW/counterfeit.",Netral,2
Gak perlu pusing nyari2 belanjaan dan keluar rumah..langsung di antar ke depan pintu dalam waktu beberapa jam..transaksi mudah hanya lewat transfer mobile banking..mantap ðŸ‘,Netral,2
Tolong terapkan KPI untuk personil tokopedia care berbasis time saat menjawab pertanyaan pelanggan agar tidak suka-suka oknum tuk menjawab atau tidak. Sukses terus Tokopedia ðŸ‘ðŸ‘ðŸ™,Netral,2
luar biasa,Netral,2
Sangat membantu bisnisku sbg penjual. sangat membantu sbg pembeli dan tolong makin dibanyakin lagi promo ke gopoints nya,Netral,2
Bnyak promoâ€¦jrng dipake bonus menumpuk,Netral,2
Ga ada yg ngalahin deh klo jual beli,Netral,2
"Harga Produk sangat bersaing (termasuk salah Satu Aplikasi Online yg termurah), Variasi Barang sangat banyak dan Beragam serta Fitur Pencarian sangat mudah, Banyak Program Diskon dan Voucher setiap Bulannya, Fasilitas Pembayaran juga beragam dan bisa memakai Dana yg didapat (Ovocash, Ovopoint, Gopay, Gocoin)..., dan Fasilitas Pengiriman bermacam-macam !... Ada Free Ongkos Kirim juga... Pokoknya merupakan Program Toko Online paling Favorit saat ini !!!... ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸",Netral,2
Terbaik,Netral,2
"Niat hati pengen dapet best price beli HP untuk hafiah natal eh dapet voucher cashback gopay coin 12.12, tapi sayang itu tipu tipu, setelah selesai transaksi berhasil, cashback tidak masuk, penipuan, cs kurang responsif dan ga ada jalan keluar. Saya daftar pake akun saya sendiri sendang saya dituduh akun saya sama dengan kakak saya. Woi beda KTP woiiii. Beda HP pulaa!!!! Beda KSK juga!!!! Beda Rumah Pulaaaaa!!!!",Netral,2
"Ga jelas, bikin emosi, baru pertama belanja di tokped, dibilang pake promo buat dua akun, dibilang manipulasi, padahal genting bgt pesenannya. Kecewa polll ga akan lagi lagi pesen di tokped udh bener di oren aja. Malem malem bikin darting, mana csnya lemot, udh chat jauh katanya mau dicek malah ngulang lagi ke format awal wes mboh",Netral,2
"Mudah cepet.,,membantu penghasilan tambahan",Netral,2
Ok Mantab,Netral,2
Mantap. Customer service selalu memberi yg terbaik dibanding online yg lain,Netral,2
Nu sae na ti pusat,Netral,2
Sangat membantu,Netral,2
banyak cashbacknya,Netral,2
